stock_code,description,total_revenue,total_quantity,total_orders,avg_unit_price
22461,SAVOY ART DECO CLOCK,1453.5800000000002,239,53,10.390188679245282
21620,SET OF 4 ROSE BOTANICAL CANDLES,1451.99,897,165,2.041976744186046
21191,LARGE WHITE HONEYCOMB PAPER BELL,1451.82,562,95,3.066421052631579
23086,ZINC  STAR T-LIGHT HOLDER,1445.18,1220,46,1.5197872340425533
84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE,1440.3700000000001,304,143,4.605068493150685
85054,FRENCH ENAMEL POT W LID,1436.5300000000002,589,115,3.47864406779661
23057,BEADED CHANDELIER T-LIGHT HOLDER,1435.8200000000002,698,38,4.784634146341464
22182,CAKE STAND VICTORIAN FILIGREE SMALL,1430.48,374,122,4.333870967741936
15058C,ICE CREAM DESIGN GARDEN PARASOL,1429.82,240,72,9.33361111111111
22306,SILVER MUG BONE CHINA TREE OF LIFE,1428.57,1174,111,1.8321739130434782
23249,VINTAGE RED ENAMEL TRIM PLATE,1426.1,842,80,1.8880246913580248
22922,FRIDGE MAGNETS US DINER ASSORTED,1422.8999999999999,1587,102,1.7672549019607842
21407,BROWN CHECK CAT DOORSTOP,1421.11,290,138,5.448623188405797
22285,HANGING HEN ON NEST DECORATION,1420.4699999999998,829,114,2.012542372881356
22976,CIRCUS PARADE CHILDRENS EGG CUP,1420.26,1091,143,1.5085714285714285
22714,CARD BIRTHDAY COWBOY,1415.73,3487,225,0.5433333333333333
22576,SWALLOW WOODEN CHRISTMAS DECORATION,1415.31,1539,173,1.0919662921348314
51014C,"FEATHER PEN,COAL BLACK",1415.09,2711,174,0.7176271186440678
21363,HOME SMALL WOOD LETTERS,1413.8400000000001,245,125,6.496846153846154
22531,MAGIC DRAWING SLATE CIRCUS PARADE,1413.25,3384,200,0.48763546798029556
82567,"AIRLINE LOUNGE,METAL SIGN",1412.27,713,291,2.0078498293515357
22436,12 COLOURED PARTY BALLOONS,1412.16,2155,163,0.7033136094674556
84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,1409.8999999999999,3138,341,0.5375652173913043
22915,ASSORTED BOTTLE TOP  MAGNETS,1406.42,3152,184,1.1675135135135135
23119,PACK OF 6 LARGE FRUIT STRAWS,1402.32,2283,151,0.7780921052631579
23055,IVORY CHANDELIER T-LIGHT HOLDER,1401.43,658,38,5.636585365853659
21424,WOODLAND STORAGE BOX LARGE,1401.02,346,70,5.450571428571429
22443,GROW YOUR OWN HERBS SET OF 3,1399.69,165,90,8.736593406593407
22047,EMPIRE GIFT WRAP,1394.5,3425,106,0.417962962962963
23040,PAPER LANTERN 9 POINT SNOW STAR,1394.03,253,41,6.278372093023257
84813,SET OF 4 DIAMOND NAPKIN RINGS,1393.79,166,38,10.532105263157895
21537,RED RETROSPOT PUDDING BOWL,1392.21,333,61,4.500322580645161
84795B,SUNSET CHECK HAMMOCK,1390.64,176,48,9.090833333333334
23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,1389.59,3051,155,0.5071875
21519,GIN & TONIC DIET GREETING CARD,1389.22,3299,246,0.510609756097561
21382,SET/4 SPRING FLOWER DECORATION,1389.08,1148,128,2.017175572519084
22677,FRENCH BLUE METAL DOOR SIGN 2,1389.07,1001,188,1.7276190476190476
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,1388.1000000000001,590,120,3.63375
22071,SMALL WHITE RETROSPOT MUG IN BOX,1388.05,730,86,3.869438202247191
22735,RIBBON REEL SOCKS AND MITTENS,1387.46,746,136,2.533475177304964
22299,PIG KEYRING WITH LIGHT & SOUND,1386.97,1379,80,1.7235
21071,VINTAGE BILLBOARD DRINK ME MUG,1385.28,995,177,1.7081666666666666
22363,GLASS JAR MARMALADE,1383.75,481,81,3.781904761904762
21123,SET/10 IVORY POLKADOT PARTY CANDLES,1383.34,1145,154,1.1867295597484278
22609,PENS ASSORTED SPACEBALL,1381.78,5946,155,0.41575949367088605
23104,IVORY CAFE HANGING LAMP,1380.42,116,45,12.867111111111111
21820,GLITTER HEART GARLAND WITH BELLS,1379.72,332,90,5.000105263157895
23414,ZINC BOX SIGN HOME,1378.75,141,64,10.073749999999999
23546,WRAP PAISLEY PARK,1375.5,3275,120,0.42
23536,WALL ART VILLAGE SHOW,1369.71,240,67,7.079253731343283
23000,TRAVEL CARD WALLET TRANSPORT,1369.12,3171,278,0.5190035587188612
85227,SET OF 6 3D KIT CARDS FOR KIDS,1368.75,1488,223,1.1078481012658228
22304,COFFEE MUG BLUE PAISLEY DESIGN,1368.18,767,61,3.1091935483870965
22716,CARD CIRCUS PARADE,1365.95,3213,288,0.5244982698961937
22949,36 DOILIES DOLLY GIRL,1365.29,923,90,1.7124175824175822
23221,REINDEER HEART DECORATION SILVER,1363.87,1537,145,1.0746
22911,PAPER CHAIN KIT LONDON,1361.0400000000002,464,94,3.2412500000000004
23469,CARD HOLDER LOVE BIRD SMALL,1355.24,332,72,4.643611111111111
21039,RED RETROSPOT SHOPPING BAG,1353.6899999999998,523,90,3.0876666666666663
22754,SMALL RED BABUSHKA NOTEBOOK,1352.1699999999998,1953,266,1.0012962962962961
21615,4 LAVENDER BOTANICAL DINNER CANDLES,1349.17,892,135,2.0180575539568344
22421,LIPSTICK PEN FUSCHIA,1347.52,2598,213,0.61125
22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,1347.08,1152,98,1.326734693877551
21987,PACK OF 6 SKULL PAPER CUPS,1346.65,2113,171,0.7704545454545454
22917,HERB MARKER ROSEMARY,1344.77,1944,240,0.8454838709677419
22073,RED RETROSPOT STORAGE JAR,1343.64,336,69,4.9445205479452055
22912,YELLOW COAT RACK PARIS FASHION,1342.39,287,100,5.285841584158416
22293,HANGING CHICK GREEN DECORATION,1341.6699999999998,907,122,1.713953488372093
84828,JUNGLE POPSICLES ICE LOLLY MOULDS,1341.3700000000001,962,153,1.6052229299363059
23232,WRAP VINTAGE PETALS  DESIGN,1338.0,3300,104,0.4177142857142857
21624,VINTAGE UNION JACK DOORSTOP,1337.51,217,95,6.637346938775511
21246,RED RETROSPOT BIG BOWL,1336.78,286,96,4.550833333333333
23538,WALL ART VINTAGE HEART,1334.49,332,32,5.753939393939394
72802A,ROSE SCENT CANDLE IN JEWELLED BOX,1334.16,324,63,4.741692307692308
22650,CERAMIC PIRATE CHEST MONEY BANK,1333.75,860,143,1.915448275862069
22742,MAKE YOUR OWN PLAYTIME CARD KIT,1333.21,643,101,3.015
22362,GLASS JAR PEACOCK BATH SALTS,1329.44,408,133,4.104586466165413
85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,1323.37,996,118,1.8833613445378152
23405,HOME SWEET HOME 2 DRAWER CABINET,1321.38,254,70,5.957123287671233
22916,HERB MARKER THYME,1316.16,1908,237,0.8477551020408163
21179,NO JUNK MAIL METAL SIGN,1315.43,1942,266,1.1959124087591242
23373,VINTAGE CHRISTMAS PAPER GIFT BAG,1313.3899999999999,1608,100,0.9070999999999999
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,1313.28,820,115,2.1011304347826085
22028,PENNY FARTHING BIRTHDAY CARD,1309.18,3054,262,0.5447348484848485
21195,PINK  HONEYCOMB PAPER BALL,1308.56,693,80,2.8253086419753086
22686,FRENCH BLUE METAL DOOR SIGN No,1308.38,993,158,1.8928481012658227
85199S,SMALL HANGING IVORY/RED WOOD BIRD,1305.25,2667,261,0.588978102189781
21064,BOOM BOX SPEAKER BOYS,1301.55,301,101,4.855233644859813
21627,ELEPHANT CARNIVAL POUFFE,1299.83,63,47,21.961489361702128
22439,6 ROCKET BALLOONS,1297.1200000000001,1904,197,0.7706862745098039
21793,CLASSIC FRENCH STYLE BASKET BROWN,1296.6100000000001,304,74,4.584533333333334
22310,IVORY KNITTED MUG COSY,1296.23,668,109,2.583693693693694
21866,UNION JACK FLAG LUGGAGE TAG,1296.13,750,193,1.948984771573604
21408,SPOTTY PINK DUCK DOORSTOP,1295.21,289,117,5.873499999999999
21422,PORCELAIN ROSE SMALL,1295.0,1607,63,1.104285714285714
22372,AIRLINE BAG VINTAGE WORLD CHAMPION,1289.49,279,147,5.0018918918918915
21616,4 PEAR BOTANICAL DINNER CANDLES,1288.34,822,138,1.964507042253521
84012,MAGIC SHEEP WOOL GROWING FROM PAPER,1283.99,1265,115,1.2425862068965516
21901,"KEY FOB , BACK DOOR",1280.49,1832,308,0.8911320754716981
23061,VINTAGE EMBOSSED HEART,1280.18,973,113,1.5402586206896551
22918,HERB MARKER PARSLEY,1278.6000000000001,1874,238,0.8465447154471545
21090,SET/6 COLLAGE PAPER PLATES,1278.23,2421,217,0.6380454545454546
47480,HANGING PHOTO CLIP ROPE LADDER,1277.4699999999998,748,86,2.4065909090909092
23072,MARIE ANTOINETTE TRINKET BOX SILVER,1273.76,334,30,13.725333333333333
85059,FRENCH ENAMEL WATER BASIN,1273.11,411,128,4.116821705426357
21211,SET OF 72 SKULL PAPER  DOILIES,1271.52,884,103,1.7333333333333334
21902,"KEY FOB , FRONT  DOOR",1270.8200000000002,1975,210,0.8811111111111111
47503A,ASS FLORAL PRINT MULTI SCREWDRIVER,1264.2,2758,163,0.5067647058823529
23511,EMBROIDERED RIBBON REEL EMILY,1256.17,573,98,2.3259405940594062
22572,ROCKING HORSE GREEN CHRISTMAS,1255.72,1393,179,1.0571505376344086
22977,DOLLY GIRL CHILDRENS EGG CUP,1253.86,951,135,1.476934306569343
23237,SET OF 4 KNICK KNACK TINS LEAVES,1253.7800000000002,306,54,4.204444444444444
23067,HANGING ENGRAVED METAL HEART,1249.1100000000001,297,78,4.344823529411765
71038,WHITE HANGING BEADS CANDLE HOLDER,1244.95,239,47,5.401020408163266
21262,WHITE GOOSE FEATHER CHRISTMAS TREE,1242.0600000000002,335,78,4.506125
22074,6 RIBBONS SHIMMERING PINKS,1241.32,1403,199,1.402189054726368
22442,GROW YOUR OWN FLOWERS SET OF 3,1241.3,296,78,6.787179487179487
23138,SINGLE WIRE HOOK IVORY HEART,1238.76,884,82,1.593448275862069
21175,GIN AND TONIC DIET METAL SIGN,1237.5,498,50,3.1483999999999996
22603,CHRISTMAS RETROSPOT TREE WOOD,1237.08,1389,171,1.0768361581920904
22338,STAR DECORATION PAINTED ZINC,1234.67,4683,180,0.4451871657754011
72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,1232.27,1212,161,1.2376687116564418
22919,HERB MARKER MINT,1224.46,1757,240,0.8382186234817813
22613,PACK OF 20 SPACEBOY NAPKINS,1222.61,1538,145,1.0078231292517008
22575,METAL MERRY CHRISTMAS WREATH,1222.07,639,90,2.2024731182795696
22315,200 RED + WHITE BENDY STRAWS,1221.43,918,172,1.4564
23142,IVORY WIRE KITCHEN ORGANISER,1220.8200000000002,121,40,11.11675
82578,KITCHEN METAL SIGN,1218.95,2060,305,0.7517799352750809
23598,PAPER BUNTING VINTAGE PARTY,1218.48,428,47,3.2291666666666665
82599,FANNY'S REST STOPMETAL SIGN,1217.73,508,141,2.8935664335664337
22711,WRAP CIRCUS PARADE,1213.34,2927,103,0.41923076923076924
72800E,4 IVORY DINNER CANDLES SILVER FLOCK,1213.29,541,136,2.596338028169014
22589,CARDHOLDER GINGHAM STAR,1212.82,379,79,3.6482716049382713
21846,PINK DIAMANTE PEN IN GIFT BOX,1206.97,424,103,4.093398058252427
22168,ORGANISER WOOD ANTIQUE WHITE,1205.3,143,76,8.488815789473684
84884A,ANT WHITE WIRE HEART SPIRAL,1201.91,301,78,4.802307692307692
23026,DRAWER KNOB VINTAGE GLASS STAR,1201.04,557,62,2.3233846153846156
23444,Next Day Carriage,1200.0,79,79,15.189873417721518
21986,PACK OF 12 PINK POLKADOT TISSUES,1197.73,4067,189,0.4273298429319371
21899,"KEY FOB , GARAGE DESIGN",1193.46,1904,131,0.8479104477611941
22081,RIBBON REEL FLORA + FAUNA,1193.0,654,138,2.3087857142857144
22453,MEASURING TAPE BABUSHKA BLUE,1191.69,444,78,2.7603703703703704
22755,SMALL PURPLE BABUSHKA NOTEBOOK,1190.51,1690,251,0.9778125
21070,VINTAGE BILLBOARD MUG,1186.23,1107,107,1.6288990825688074
22921,HERB MARKER CHIVES,1184.1200000000001,1721,209,0.8387441860465117
23539,WALL ART LOVES' SECRET,1180.35,239,39,6.626250000000001
22597,MUSICAL ZINC HEART DECORATION,1179.8799999999999,2764,176,0.653756906077348
23225,CHERUB HEART DECORATION SILVER,1177.0,1356,88,1.0910112359550561
21628,TRIANGULAR POUFFE VINTAGE,1176.6000000000001,64,33,21.548823529411763
23431,NATURAL HANGING QUILTED HEARTS,1175.3799999999999,1454,72,1.3431168831168832
85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,1174.6299999999999,806,172,1.6247398843930634
20984,12 PENCILS TALL TUBE POSY,1173.8999999999999,3812,170,0.38441340782122907
21742,LARGE ROUND WICKER PLATTER,1173.53,195,91,6.091276595744682
21065,BOOM BOX SPEAKER GIRLS,1172.48,564,90,4.404148936170213
22924,FRIDGE MAGNETS LA VIE EN ROSE,1169.8999999999999,1313,87,1.3682022471910111
22757,LARGE RED BABUSHKA NOTEBOOK,1168.99,1097,163,1.5358536585365854
23418,LAVENDER TOILETTE BOTTLE,1168.08,558,79,2.556
84313C,ORANGE TV TRAY TABLE,1165.9099999999999,504,43,3.9976744186046513
23508,MINI PLAYING CARDS DOLLY GIRL,1165.13,2631,120,0.46515151515151515
23515,EMBROIDERED RIBBON REEL DAISY,1164.98,579,71,2.3925
23269,SET OF 2 CERAMIC CHRISTMAS TREES,1163.1299999999999,786,94,1.7055670103092784
22334,DINOSAUR PARTY BAG + STICKER SET,1160.7099999999998,707,101,1.7907843137254902
22680,FRENCH BLUE METAL DOOR SIGN 5,1160.29,844,153,1.6492948717948719
22708,WRAP DOLLY GIRL,1160.0,2800,100,0.4192
23566,EGG CUP MILKMAID HEIDI,1159.43,883,83,1.7635714285714283
20801,LARGE PINK GLASS SUNDAE DISH,1157.8,1013,81,1.610731707317073
23507,MINI PLAYING CARDS BUFFALO BILL,1156.51,2884,119,0.4726356589147287
85132B,CHARLIE AND LOLA TABLE TINS,1156.1699999999998,529,75,3.5270666666666664
21773,DECORATIVE ROSE BATHROOM BOTTLE,1154.17,1170,163,1.7692073170731706
22678,FRENCH BLUE METAL DOOR SIGN 3,1152.81,844,160,1.6685093167701863
21774,DECORATIVE CATS BATHROOM BOTTLE,1152.4,1095,186,1.9209625668449197
22325,MOBILE VINTAGE HEARTS,1151.3,250,93,5.083617021276596
20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,1149.02,824,101,1.7746601941747573
22320,BIRDS MOBILE VINTAGE DESIGN,1147.27,189,73,6.261232876712329
22497,SET OF 2 TINS VINTAGE BATHROOM,1145.15,225,100,5.873168316831682
21043,APRON MODERN VINTAGE COTTON,1143.76,494,90,2.968241758241758
21693,SMALL HAMMERED SILVER CANDLEPOT,1143.3100000000002,373,50,3.3346153846153848
21947,SET OF 6 HEART CHOPSTICKS,1142.15,813,152,1.6932075471698111
22376,AIRLINE BAG VINTAGE JET SET WHITE,1141.7,254,122,4.71976
21395,BLUE POLKADOT BEAKER,1141.3999999999999,2844,90,0.5398901098901099
22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,1140.97,1372,80,0.9941975308641976
23506,MINI PLAYING CARDS SPACEBOY,1139.2,2747,146,0.46128205128205124
22581,WOOD STOCKING CHRISTMAS SCANDISPOT,1138.98,1571,177,0.8753260869565217
22094,RED RETROSPOT TISSUE BOX,1138.2,2172,200,1.051291866028708
84912B,GREEN ROSE WASHBAG,1136.6,324,160,3.4351533742331286
22416,SET OF 36 DOILIES SPACEBOY DESIGN,1135.3999999999999,817,68,1.5816176470588235
22446,PIN CUSHION BABUSHKA PINK,1135.18,439,133,2.8105882352941176
85159B,"WHITE TEA,COFFEE,SUGAR JARS",1134.5,622,59,2.090677966101695
22155,STAR DECORATION RUSTIC,1134.45,2454,142,0.5763576158940398
22153,ANGEL DECORATION STARS ON DRESS,1134.25,2653,131,0.5453623188405796
22539,MINI JIGSAW DOLLY GIRL,1130.58,2921,136,0.5570212765957446
85087,CANDY SPOT CUSHION COVER,1129.99,339,125,3.48024
47585A,PINK FAIRY CAKE CUSHION COVER,1129.44,264,83,4.854216867469879
21830,ASSORTED CREEPY CRAWLIES,1127.23,2669,99,0.4685436893203883
22211,WOOD STAMP SET FLOWERS,1124.04,1009,196,1.2926237623762378
22815,CARD PSYCHEDELIC APPLES,1123.8799999999999,2640,268,0.48988847583643125
84944,SET OF 6 KASHMIR FOLKART BAUBLES,1121.9099999999999,711,83,2.0518823529411763
47580,TEA TIME DES TEA COSY,1121.82,390,110,3.2895535714285713
22608,PENS ASSORTED FUNKY JEWELED,1121.48,5247,144,0.3293793103448276
21809,CHRISTMAS HANGING TREE WITH BELL,1119.56,1966,117,0.945609756097561
23510,MINI PLAYING CARDS GYMKHANA,1119.22,2522,120,0.4965873015873016
22060,LARGE CAKE STAND HANGING HEARTS,1118.95,233,34,5.2081081081081075
23411,TRELLIS COAT RACK,1118.6100000000001,227,56,5.844035087719298
21984,PACK OF 12 PINK PAISLEY TISSUES,1116.9499999999998,3473,212,0.46861751152073733
21466,RED FLOWER CROCHET FOOD COVER,1116.89,304,112,3.8950892857142856
22997,TRAVEL CARD WALLET UNION JACK,1115.93,2595,222,0.49198237885462553
22817,CARD SUKI BIRTHDAY,1114.81,2639,290,0.48220689655172416
23513,EMBROIDERED RIBBON REEL SUSIE,1114.26,566,70,2.306
22758,LARGE PURPLE BABUSHKA NOTEBOOK,1112.75,1197,178,1.4922651933701658
22342,HOME GARLAND PAINTED ZINC,1111.58,997,128,1.840078125
23375,50'S CHRISTMAS PAPER GIFT BAG,1108.8899999999999,1352,103,0.9358653846153846
23433,HANGING QUILTED PATCHWORK APPLES,1108.58,1258,89,1.5002247191011233
22444,GROW YOUR OWN PLANT IN A CAN,1107.87,839,57,1.7827586206896553
85116,BLACK CANDELABRA T-LIGHT HOLDER,1106.88,941,89,1.4657777777777776
85127,SMALL SQUARE CUT GLASS CANDLESTICK,1106.54,187,51,6.9253846153846155
22984,CARD GINGHAM ROSE,1106.17,2717,163,0.4787272727272727
85114A,BLACK ENCHANTED FOREST PLACEMAT,1105.21,649,56,2.0494642857142855
85036C,ROSE 1 WICK MORRIS BOXED CANDLE,1104.8600000000001,758,84,2.3958695652173914
22819,"BIRTHDAY CARD, RETRO SPOT",1104.81,2608,270,0.4670740740740741
22221,CAKE STAND LOVEBIRD 2 TIER PINK,1104.54,131,51,10.617450980392157
21824,PAINTED METAL STAR WITH HOLLY BELLS,1102.81,1917,117,0.7702479338842976
21688,SILVER PLATE CANDLE BOWL SMALL,1101.2800000000002,348,57,3.8033333333333337
22309,TEA COSY RED  STRIPE,1093.6,370,121,3.734552845528455
23087,ZINC  HEART T-LIGHT HOLDER,1090.66,868,69,1.5915942028985506
23432,PRETTY HANGING QUILTED HEARTS,1090.02,1278,74,1.351315789473684
21818,GLITTER HEART DECORATION,1088.98,2470,142,0.5524516129032258
15056bl,EDWARDIAN PARASOL BLACK,1086.88,87,62,12.489354838709678
23102,SILVER HEARTS TABLE DECORATION,1086.6499999999999,1288,157,0.9681481481481482
21469,POLKA DOT RAFFIA FOOD COVER,1085.32,290,89,3.8392134831460676
21991,BOHEMIAN COLLAGE STATIONERY SET,1080.82,635,211,2.004245283018868
21224,SET/4 SKULL BADGES,1080.0,914,165,1.0932934131736527
84459B,YELLOW METAL CHICKEN HEART,1079.67,721,91,2.0770652173913042
51014L,"FEATHER PEN,LIGHT PINK",1079.34,2071,149,0.6543708609271524
23347,I LOVE LONDON BEAKER,1077.3,860,97,1.5569387755102042
22611,VINTAGE UNION JACK SHOPPING BAG,1077.03,225,46,5.553829787234043
22245,"HOOK, 1 HANGER ,MAGIC GARDEN",1070.85,1263,98,1.1772999999999998
23041,PAPER LANTERN 9 POINT SNOW STAR,1070.5800000000002,246,48,4.6675
21288,STRIPEY CHOCOLATE NESTING BOXES,1070.26,358,110,3.307857142857143
22123,PING MICROWAVE APRON,1069.1699999999998,509,122,3.000806451612903
35648,VINTAGE BEAD PINK PURSE,1068.32,981,128,1.4621212121212122
21819,GLITTER CHRISTMAS STAR,1067.82,2473,124,0.5425185185185185
82001S,SILVER RECORD COVER FRAME,1067.76,287,26,5.2226923076923075
23033,DRAWER KNOB CERAMIC RED,1067.6,720,74,1.81
21391,FRENCH LAVENDER SCENT HEART,1064.44,1079,106,1.4953571428571428
23516,EMBROIDERED RIBBON REEL SOPHIE,1062.35,297,42,3.8459999999999996
23331,DECORATIVE WICKER HEART SMALL,1062.28,1596,109,0.781578947368421
22995,TRAVEL CARD WALLET SUKI,1062.0,2389,266,0.541037037037037
20931,BLUE POT PLANT CANDLE,1060.9,299,68,5.06
84459A,PINK METAL CHICKEN HEART,1059.67,717,91,2.208315789473684
22438,BALLOON ART MAKE YOUR OWN FLOWERS,1058.69,1022,98,1.7415384615384615
85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,1058.35,620,70,3.3202816901408454
22190,LOCAL CAFE MUG,1057.71,676,116,2.180769230769231
23402,HOME SWEET HOME 3 PEG HANGER,1057.28,272,64,4.484923076923077
21464,DISCO BALL ROTATOR BATTERY OPERATED,1055.25,249,105,4.245238095238095
21949,SET OF 6 STRAWBERRY CHOPSTICKS,1054.44,801,144,1.8067586206896553
22152,PLACE SETTING WHITE STAR,1053.5,2408,105,0.5525454545454545
16016,LARGE CHINESE STYLE SCISSOR,1053.45,1273,65,0.8460000000000001
23327,HANGING CLEAR MINI BOTTLE,1051.14,1734,41,0.7871428571428571
22066,LOVE HEART TRINKET POT,1051.05,2255,135,0.6727777777777777
16237,SLEEPING CAT ERASERS,1048.56,4994,290,0.29757575757575755
21508,VINTAGE KID DOLLY CARD,1046.98,2490,213,0.5545327102803739
23419,HOME SWEET HOME BOTTLE,1045.8,474,86,2.6657471264367816
22163,HEART STRING MEMO HOLDER HANGING,1042.78,875,122,1.7872580645161291
85180A,RED HEARTS LIGHT CHAIN,1042.66,503,63,3.13359375
23231,WRAP  VINTAGE DOILY,1039.08,2474,94,0.42
22808,SET OF 6 T-LIGHTS EASTER CHICKS,1038.8700000000001,345,75,3.601466666666667
79302M,"ART LIGHTS,FUNK MONKEY",1037.54,370,62,3.553809523809524
21821,GLITTER STAR GARLAND WITH BELLS,1037.05,251,62,5.067142857142858
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,1035.58,1723,151,0.6826923076923077
22024,RAINY LADIES BIRTHDAY CARD,1033.81,2430,213,0.586046511627907
23088,ZINC HEART FLOWER T-LIGHT HOLDER,1033.28,795,79,1.627594936708861
22091,EMPIRE TISSUE BOX,1033.22,1991,167,0.9419767441860466
21788,KIDS RAIN MAC BLUE,1032.6399999999999,1297,85,0.9082954545454545
22860,EASTER TIN CHICKS PINK DAISY,1032.62,598,107,1.9602702702702703
20967,GREY FLORAL FELTCRAFT SHOULDER BAG,1031.69,266,83,4.110952380952381
21803,CHRISTMAS TREE STAR DECORATION,1031.56,2390,198,0.4508
22231,JIGSAW TREE WITH BIRDHOUSE,1029.76,1000,144,1.2234228187919463
21679,SKULLS  STICKERS,1028.58,1140,138,1.12731884057971
15044C,PURPLE PAPER PARASOL,1025.94,314,88,3.841685393258427
22614,PACK OF 12 SPACEBOY TISSUES,1024.8999999999999,3034,219,0.450625
22679,FRENCH BLUE METAL DOOR SIGN 4,1024.28,741,152,1.721372549019608
20966,SANDWICH BATH SPONGE,1022.8,719,97,1.9605154639175257
21188,3D HEARTS  HONEYCOMB PAPER GARLAND,1021.9000000000001,326,50,3.834705882352941
23452,HEART MINI PORTRAIT FRAME,1021.76,518,87,2.07183908045977
23153,ZINC SWEETHEART WIRE LETTER RACK,1020.69,263,90,4.236666666666666
22673,FRENCH GARDEN SIGN BLUE METAL,1019.83,794,131,1.4869402985074627
22459,CAST IRON HOOK GARDEN TROWEL,1018.19,386,25,3.5335999999999994
23525,WALL ART BUFFALO BILL,1014.8500000000001,335,37,4.351578947368421
85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,1013.92,706,162,1.6264634146341463
21617,4 LILY  BOTANICAL DINNER CANDLES,1013.01,528,102,2.4162264150943398
21354,TOAST ITS - BEST MUM,1010.21,801,95,1.5753608247422681
21198,WHITE HEART CONFETTI IN TUBE,1008.4699999999999,1029,71,1.4479166666666667
22279,POCKET BAG BLUE PAISLEY RED SPOT,1007.15,834,128,1.4134586466165415
23460,SWEETHEART WALL TIDY,1007.0799999999999,108,43,9.900930232558139
72816,SET/3 CHRISTMAS DECOUPAGE CANDLES,1006.27,893,69,1.917
21467,CHERRY CROCHET FOOD COVER,1004.39,264,104,3.990096153846154
22098,BOUDOIR SQUARE TISSUE BOX,1003.19,1994,172,0.9594444444444444
23121,PACK OF 6 COCKTAIL PARASOL STRAWS,1002.54,2506,111,0.5484166666666667
22695,WICKER WREATH SMALL,1001.49,741,123,1.74696
21355,TOAST ITS - I LOVE YOU,998.83,794,120,1.3611811023622047
23533,WALL ART GARDEN HAVEN,998.64,215,36,6.166944444444445
85232D,SET/3 DECOUPAGE STACKING TINS,997.47,194,69,5.941
22069,BROWN  PIRATE TREASURE CHEST,996.8,416,146,3.186486486486486
23517,EMBROIDERED RIBBON REEL REBECCA,996.38,334,63,3.4480952380952385
84558A,3D DOG PICTURE PLAYING CARDS,996.2600000000001,336,81,3.110470588235294
10125,MINI FUNKY DESIGN TAPES,994.84,1296,91,0.8596808510638299
22242,5 HOOK HANGER MAGIC TOADSTOOL,994.3799999999999,640,34,1.9782352941176469
21648,ASSORTED TUTTI FRUTTI SMALL PURSE,992.79,737,66,1.8604411764705882
20886,BOX OF 9 PEBBLE CANDLES,988.18,486,103,2.4715238095238092
23281,FOLDING BUTTERFLY MIRROR RED,985.88,1262,99,0.9833333333333333
35651,VINTAGE BEAD PINK SCARF,985.8399999999999,451,58,2.9
35471D,SET OF 3 BIRD LIGHT PINK FEATHER,984.5699999999999,1862,223,0.9068376068376068
20802,SMALL GLASS SUNDAE DISH CLEAR,984.4699999999999,739,63,1.942063492063492
23518,EMBROIDERED RIBBON REEL RACHEL,983.3000000000001,362,44,3.0913333333333335
22500,SET OF 2 TINS JARDIN DE PROVENCE,980.7,253,96,4.782376237623763
21948,SET OF 6 CAKE CHOPSTICKS,979.48,641,153,1.9000641025641023
22857,ASSORTED EASTER GIFT TAGS,977.7599999999999,1159,61,1.31546875
23514,EMBROIDERED RIBBON REEL SALLY,977.39,478,74,2.349189189189189
23512,EMBROIDERED RIBBON REEL ROSIE,977.3199999999999,501,57,2.3124137931034485
85064,CREAM SWEETHEART LETTER RACK,976.25,215,30,6.697333333333333
22681,FRENCH BLUE METAL DOOR SIGN 6,973.15,710,126,1.680703125
21112,"SWISS ROLL TOWEL, PINK  SPOTS",971.44,653,43,2.4974418604651163
84843,WHITE SOAP RACK WITH 2 BOTTLES,969.8000000000001,172,48,6.570816326530613
22307,GOLD MUG BONE CHINA TREE OF LIFE,969.64,770,74,2.222
22209,WOOD STAMP SET HAPPY BIRTHDAY,968.3699999999999,950,173,1.1965168539325841
21058,PARTY INVITES WOODLAND,968.2099999999999,1157,122,0.9692913385826771
22599,CHRISTMAS MUSICAL ZINC STAR,967.7599999999999,1953,123,0.6486290322580645
23183,MOTHER'S KITCHEN SPOON REST,967.17,226,84,4.879411764705883
21389,IVORY HANGING DECORATION  BIRD,966.78,1116,128,0.9460294117647059
47504H,ENGLISH ROSE SPIRIT LEVEL,964.38,978,118,1.7283898305084744
23107,WHITE HEARTS WIRE PLANT POT HOLDER,963.27,343,71,3.2097183098591553
70007,HI TEC ALPINE HAND WARMER,962.9599999999999,845,107,2.1074107142857144
22540,MINI JIGSAW CIRCUS PARADE,960.86,2519,91,0.5225
